dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made
P4G,20180808-035715_390_live,5,EE,test,Mostly into hiking these days - how about you?,Share personal interest and reciprocate the question,0.0,0
P4G,20180808-035715_390_live,6,EE,test,Do you have any info on this children's charity we're supposed to talk about?,Inquire about specific information related to the charity,0.0,0
P4G,20180808-035715_390_live,7,ER,test,"I like to play golf, as well as go on walks with my dog.",Share personal hobbies to build connection,0.0,0
P4G,20180808-035715_390_live,8,ER,test,"Yes, the charity sounds like it does a lot of great work.",Provide a positive opinion about the charity,0.0,0
P4G,20180808-035715_390_live,9,EE,test,Walks with the dog sound awesome.,Express interest in the other person's hobby,0.0,0
P4G,20180808-035715_390_live,10,EE,test,I wasn't given any information about the charity but am happy to help.,State lack of information but willingness to help,0.0,0
P4G,20180808-035715_390_live,11,ER,test,Great!,Express approval and readiness to proceed,0.0,0
P4G,20180808-035715_390_live,12,ER,test,"I have three children myself, and the welfare of children around the world is a very important cause to me.",Share personal connection to the cause to build empathy,0.0,0
P4G,20180808-035715_390_live,13,ER,test,"Save the Children is an international organization that is not involved with any government, and they're able to promote children's rights and support kids in developing countries.",Provide detailed information about the charity,0.0,0
P4G,20180808-035715_390_live,14,EE,test,Sounds like great work.,Acknowledge the positive impact of the charity,0.0,0
P4G,20180808-035715_390_live,15,EE,test,I donate to a lot of different causes but am happy to pitch in.,Express willingness to contribute to the cause,0.0,0
P4G,20180808-035715_390_live,16,EE,test,Are we attempting to agree on a donation amount?,Seek clarification on the next steps regarding donation,0.0,0
P4G,20180808-035715_390_live,17,ER,test,That might be a good idea.,Agree with the suggestion and move the conversation forward,0.0,0
P4G,20180808-035715_390_live,18,ER,test,"Just to give some more info, they are a charity you can trust to actually do the work they promise to do.",Provide additional information to build trust in the charity,0.0,0
P4G,20180808-035715_390_live,19,ER,test,Any donation we give will make an impact around the world.,Emphasize the impact of donations,0.0,0
P4G,20180808-040435_931_live,0,ER,train,Good Morning!,Greeting the other person,0.0,0
P4G,20180808-040435_931_live,1,ER,train,I'm hoping you can help me out to today.,Expressing hope for assistance,0.0,0
P4G,20180808-040435_931_live,2,EE,train,"Sure, as long as you can help me out as well... you see, I have a child that is overseas, in a warzone.",Agreeing to help with a condition and sharing a personal concern,0.0,0
P4G,20180808-040435_931_live,3,EE,train,they are hungry and injured and also short,Providing more details about the child's condition,0.0,0
P4G,20180808-040435_931_live,4,ER,train,"I'm so sorry, what a terrible thing.",Expressing sympathy,0.0,0
P4G,20180808-040435_931_live,5,ER,train,"Well not being short, that's fine.",Attempting to lighten the mood,0.0,0
P4G,20180808-040435_931_live,6,EE,train,"yeah, i mean, i guess",Showing uncertainty or mild agreement,0.0,0
P4G,20180808-040435_931_live,7,ER,train,"I am also here to help children in underprivileged areas, by supporting the Save the Children Charity",Explaining their purpose and introducing the charity,0.0,0
P4G,20180808-040435_931_live,8,EE,train,what is save the children,Asking for more information about the charity,0.0,0
P4G,20180808-040435_931_live,9,ER,train,Save the Children promotes rights and provides support for children in serious situations.,Providing information about the charity's mission,0.0,0
P4G,20180808-040435_931_live,10,ER,train,"They work to get food, medical help and education to poor children in under developed countries.",Elaborating on the charity's activities,0.0,0
P4G,20180808-040435_931_live,11,EE,train,do they help lots of kids,Inquiring about the charity's impact,0.0,0
P4G,20180808-040435_931_live,12,ER,train,Very much so.,Confirming the charity's effectiveness,0.0,0
P4G,20180808-040435_931_live,13,EE,train,do they help kids in africa too,Asking if the charity helps children in Africa,0.0,0
P4G,20180808-042339_620_live,0,ER,train,save the children is a non profit organization helping children around the world,Informing about the organization and its mission,0.0,0
P4G,20180808-042339_620_live,1,EE,train,wow that is neat,Expressing interest and admiration,0.0,0
P4G,20180808-042339_620_live,2,ER,train,"for just a small amount you can help a child starving in Africa, and other children who are homeless",Encouraging donation by highlighting the impact,0.0,0
P4G,20180808-042339_620_live,3,EE,train,that sounds expensive,Expressing concern about the cost,0.0,0
P4G,20180808-042339_620_live,4,ER,train,"just a few dollars, while lyou can donate as much as you like, every little bit means a better life for these children",Clarifying the affordability and impact of small donations,0.0,0
P4G,20180808-042339_620_live,5,EE,train,how much do you give,Inquiring about the speaker's personal contribution,0.0,0
P4G,20180808-042339_620_live,6,ER,train,2=3 dollars a month,Sharing personal donation amount,0.0,0
P4G,20180808-042339_620_live,7,EE,train,ok how ill give that much,Agreeing to donate a similar amount,0.0,0
P4G,20180808-042339_620_live,8,ER,train,You will be helping to feed hundreds of chldren for just pennies on the dollar,Emphasizing the significant impact of small donations,0.0,0
P4G,20180808-043445_804_live,0,ER,train,"Hello, how are you today?",Greeting and initiating conversation,0.5,1
P4G,20180808-043445_804_live,1,EE,train,"Hi, I'm doing OK, how are you?",Responding to greeting and reciprocating inquiry,0.5,1
P4G,20180808-043445_804_live,2,ER,train,I am fine thanks.,Responding to inquiry,0.5,1
P4G,20180808-043445_804_live,3,ER,train,Are you interested in donating?,Introducing the topic of donation,0.5,1
P4G,20180808-043445_804_live,4,EE,train,"Possibly, I'm not sure.",Expressing uncertainty about donating,0.5,1
P4G,20180808-043445_804_live,5,EE,train,I don't even know what the charity is.,Requesting more information about the charity,0.5,1
P4G,20180808-043445_804_live,6,ER,train,"The organization which collects money from people, and spend it on people and issues which are needed",Providing a general description of the charity,0.5,1
P4G,20180808-043445_804_live,7,EE,train,"Right, but I would like to know specifically what organization.",Requesting specific information about the organization,0.5,1
P4G,20180808-043445_804_live,8,ER,train,I myself have a soft heart for children and usually help the charities for children.,Sharing personal preference and experience with charities,0.5,1
P4G,20180808-043445_804_live,9,ER,train,"Have you heard of ""Save the Children""?",Inquiring if the other person is familiar with a specific charity,0.5,1
P4G,20180808-043445_804_live,10,EE,train,Yes.,Confirming familiarity with the charity,0.5,1
P4G,20180808-043445_804_live,11,EE,train,Are you planning to donate?,Inquiring about the other person's donation plans,0.5,1
P4G,20180808-043445_804_live,12,ER,train,I am planning to donate.,Confirming intention to donate,0.5,1
P4G,20180808-043445_804_live,13,ER,train,"I heard about this organization few weeks ego on MTurk, and i too k the time to read about it.",Sharing how they learned about the organization,0.5,1
P4G,20180808-043445_804_live,14,ER,train,It took my attention and I donated on the last HITs i did,Sharing personal experience with donating,0.5,1
P4G,20180808-043445_804_live,15,EE,train,OK.,Acknowledging the information,0.5,1
P4G,20180808-043445_804_live,16,EE,train,"I only like to donate to reputable organizations, I am familiar with save the children, they often advertise.",Expressing preference for reputable organizations and familiarity with the charity,0.5,1
P4G,20180808-043445_804_live,17,ER,train,"Yes , they are connected to big companies.",Confirming the charity's connections with big companies,0.5,1
P4G,20180808-043445_804_live,18,ER,train,They work in 120 countries on different issues.,Providing additional information about the charity's operations,0.5,1
P4G,20180808-043445_804_live,19,ER,train,I am careful when I want to donate too,Expressing caution in donating,0.5,1
P4G,20180808-043445_804_live,20,EE,train,"I'm not sure how this donation process will work, do you know the specifics?",Expressing uncertainty about the donation process and requesting specifics,0.5,1
P4G,20180808-050533_601_live,0,ER,train,Save the Children is a great organization that looks out for the well being of children in need.,Introduce the organization and its mission,0.0,0
P4G,20180808-050533_601_live,1,ER,train,Currently they are looking for individuals to help their cause.,Inform about the need for volunteers,0.0,0
P4G,20180808-050533_601_live,2,EE,train,where is this organization based?,Inquire about the organization's location,0.0,0
P4G,20180808-050533_601_live,3,EE,train,Do they help children from a particular country or is it all around the world?,Clarify the scope of the organization's aid,0.0,0
P4G,20180808-050533_601_live,4,ER,train,They help children mostly in developing countries around the world.,Provide information on the geographical focus of the aid,0.0,0
P4G,20180808-050533_601_live,5,ER,train,Think about all the stories you hear in the news and on social media about children that need help or have been taken advantage of.,Encourage empathy by referencing common stories,0.0,0
P4G,20180808-050533_601_live,6,EE,train,Yeah stories like that are very heart breaking.,Express emotional response to the stories,0.0,0
P4G,20180808-050533_601_live,7,EE,train,What types of programs do they offer?,Inquire about the types of programs offered,0.0,0
P4G,20180808-050533_601_live,8,EE,train,Like do they just supply food?,Seek specific details about the aid provided,0.0,0
P4G,20180808-050533_601_live,9,ER,train,"They often protect children from being victims of hunger, violence, and child labor.",Describe the protection programs offered,0.0,0
P4G,20180808-050533_601_live,10,ER,train,They also advocate for schooling and provide opportunities for families to get ahead.,Highlight additional programs and advocacy efforts,0.0,0
P4G,20180808-050533_601_live,11,ER,train,It is a great social cause that is worth donating to!,Encourage donation by emphasizing the cause's worth,0.0,0
