dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,8ae72a24-1d6e-11e9-831d-6c96cfdf0295,3,recruiter,I can get you a good job in Sydney as a designer at Amazon,Offer a job opportunity in Sydney,33.0,Sales,5.0,Seoul,Facebook
ji,8ae72a24-1d6e-11e9-831d-6c96cfdf0295,4,worker,I'm looking for an engineering job in Beijing,Express desire for an engineering job in Beijing,33.0,Sales,5.0,Seoul,Facebook
ji,8ae7e37e-1d6e-11e9-b65a-6c96cfdf0295,0,recruiter,I want to hire you in Sales at either Google or Amazon.,Expressing a desire to hire the worker for a sales position at either Google or Amazon.,40.0,Engineer,4.0,Sydney,Amazon
ji,8ae7e37e-1d6e-11e9-b65a-6c96cfdf0295,1,worker,Google,Expressing a preference for working at Google.,40.0,Engineer,4.0,Sydney,Amazon
ji,8ae7e37e-1d6e-11e9-b65a-6c96cfdf0295,2,recruiter,I'll need you in the Sydney office.,Informing the worker about the location requirement for the job.,40.0,Engineer,4.0,Sydney,Amazon
ji,8ae93724-1d6e-11e9-bf18-6c96cfdf0295,0,recruiter,We have a lot of manager jobs,To inform the worker about the availability of manager jobs,43.0,Manager,3.0,Tokyo,Amazon
ji,8ae93724-1d6e-11e9-bf18-6c96cfdf0295,1,recruiter,what ar eyou looking for?,To inquire about the worker's job preferences,43.0,Manager,3.0,Tokyo,Amazon
ji,8ae9f7e2-1d6e-11e9-9fa9-6c96cfdf0295,0,worker,hello,greet the recruiter,25.0,Sales,5.0,Tokyo,Facebook
ji,8ae9f7e2-1d6e-11e9-9fa9-6c96cfdf0295,1,worker,a sales job in Tokyo is what I would like,express desire for a sales job in Tokyo,25.0,Sales,5.0,Tokyo,Facebook
ji,8aeaab4a-1d6e-11e9-b53d-6c96cfdf0295,0,recruiter,Hello!,To initiate the conversation.,23.0,Sales,4.0,Seoul,Amazon
ji,8aeaab4a-1d6e-11e9-b53d-6c96cfdf0295,1,worker,Hello,To acknowledge the greeting and reciprocate.,23.0,Sales,4.0,Seoul,Amazon
ji,8aecaefe-1d6e-11e9-9d1a-6c96cfdf0295,0,worker,hello I would love to work with Amazon,expressing interest in working with Amazon,40.0,Engineer,4.0,Seoul,Google
ji,8aecaefe-1d6e-11e9-9d1a-6c96cfdf0295,1,recruiter,alright,acknowledging the worker's interest,40.0,Engineer,4.0,Seoul,Google
ji,8aecaefe-1d6e-11e9-9d1a-6c96cfdf0295,2,recruiter,let me see what i can cook up for you,indicating willingness to explore opportunities for the worker,40.0,Engineer,4.0,Seoul,Google
ji,8aee02a4-1d6e-11e9-b6c6-6c96cfdf0295,0,recruiter,what job are you looking for?,To inquire about the specific job the worker is seeking,40.0,Manager,3.0,Beijing,Amazon
ji,8aee02a4-1d6e-11e9-b6c6-6c96cfdf0295,1,recruiter,we don't have any in facebook,To inform the worker that there are no job openings at Facebook,40.0,Manager,3.0,Beijing,Amazon
ji,8aeec7ca-1d6e-11e9-9a63-6c96cfdf0295,0,worker,How important is salary?,The worker is seeking information about the recruiter's perspective on the importance of salary.,35.0,Engineer,5.0,Tokyo,Amazon
ji,8aeec7ca-1d6e-11e9-9a63-6c96cfdf0295,1,recruiter,very important,The recruiter is affirming that salary is very important.,35.0,Engineer,5.0,Tokyo,Amazon
ji,8aef820a-1d6e-11e9-a1c3-6c96cfdf0295,0,worker,Hi!! How are you?,To greet the recruiter and initiate a conversation.,39.0,Designer,4.0,Seoul,Facebook
ji,8aef820a-1d6e-11e9-a1c3-6c96cfdf0295,1,recruiter,PRETTY GOOD HOW ABOUT YOU,To respond to the greeting and inquire about the worker's well-being.,39.0,Designer,4.0,Seoul,Facebook
ji,8aef820a-1d6e-11e9-a1c3-6c96cfdf0295,2,recruiter,woops,To acknowledge a mistake in the previous message.,39.0,Designer,4.0,Seoul,Facebook
ji,8af02b7e-1d6e-11e9-a944-6c96cfdf0295,0,worker,How about a engineer,To suggest hiring an engineer,35.0,Engineer,4.0,Tokyo,Facebook
ji,8af02b7e-1d6e-11e9-a944-6c96cfdf0295,1,recruiter,Sure we could use one of those,To agree with the suggestion and express openness to hiring an engineer,35.0,Engineer,4.0,Tokyo,Facebook
ji,8af0ddf8-1d6e-11e9-9d44-6c96cfdf0295,0,worker,hi,To initiate the conversation,43.0,Sales,4.0,Seoul,Apple
ji,8af0ddf8-1d6e-11e9-9d44-6c96cfdf0295,1,recruiter,How about a sales job with google or apple,To propose job opportunities to the worker,43.0,Sales,4.0,Seoul,Apple
ji,8af23286-1d6e-11e9-85e8-6c96cfdf0295,0,recruiter,hello,Initiate conversation,46.0,Sales,3.0,Tokyo,Google
ji,8af23286-1d6e-11e9-85e8-6c96cfdf0295,1,recruiter,what is most important to you,Inquire about the worker's priorities,46.0,Sales,3.0,Tokyo,Google
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,0,worker,so here we go eh,Initiate conversation,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,1,recruiter,Hello,Greet the worker,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,2,recruiter,would you be willing to accept $35/hr,Propose a salary offer,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,3,worker,Can we come to terms maybe in the middle?,Negotiate for a higher salary,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,4,recruiter,sure,Agree to negotiate,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,5,worker,That looks like the middle...,Confirm understanding of the negotiation,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,6,recruiter,how about vacation,Inquire about vacation preferences,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,7,recruiter,whahow many days per week are you looking at?,Clarify vacation days preference,35.0,Sales,3.0,Beijing,Amazon
ji,8af2f0a2-1d6e-11e9-84d6-6c96cfdf0295,8,worker,3 days holiday?,Propose a vacation duration,35.0,Sales,3.0,Beijing,Amazon
ji,8af3ab3a-1d6e-11e9-ba28-6c96cfdf0295,0,worker,Hey!,Initiate conversation,50.0,Manager,6.0,Seoul,Google
ji,8af3ab3a-1d6e-11e9-ba28-6c96cfdf0295,1,recruiter,hey!,Respond to greeting,50.0,Manager,6.0,Seoul,Google
ji,8af3ab3a-1d6e-11e9-ba28-6c96cfdf0295,2,recruiter,I would like to have a pay raise please,Express desire for a pay raise,50.0,Manager,6.0,Seoul,Google
ji,8af3ab3a-1d6e-11e9-ba28-6c96cfdf0295,3,recruiter,I mean I would like to give a pay raise,Correct previous statement to offer a pay raise,50.0,Manager,6.0,Seoul,Google
ji,8af3ab3a-1d6e-11e9-ba28-6c96cfdf0295,4,worker,My highest priority is position and company. I can be pretty flexible in weekly holiday,Express priorities and flexibility,50.0,Manager,6.0,Seoul,Google
ji,8af458fa-1d6e-11e9-ad95-6c96cfdf0295,0,recruiter,"I am a recruiter, what are you looking for?",To inquire about the worker's job preferences and requirements.,35.0,Engineer,4.0,Tokyo,Google
ji,8af458fa-1d6e-11e9-ad95-6c96cfdf0295,1,worker,i would like a job making 35$ an hour,To express a desire for a job with a specific hourly wage.,35.0,Engineer,4.0,Tokyo,Google
ji,8af458fa-1d6e-11e9-ad95-6c96cfdf0295,2,worker,an engineer with google,To specify the desired job position and company.,35.0,Engineer,4.0,Tokyo,Google
ji,8af50446-1d6e-11e9-9554-6c96cfdf0295,0,worker,Hello I am looking for a position in Seoul,Expressing a desire to find a job in Seoul,40.0,Designer,4.0,Seoul,Google
ji,8af50446-1d6e-11e9-9554-6c96cfdf0295,1,worker,I am looking for a position as a designer,Specifying the type of job they are seeking,40.0,Designer,4.0,Seoul,Google
ji,8af66250-1d6e-11e9-9e34-6c96cfdf0295,0,worker,hi,greet the recruiter,35.0,Sales,3.0,Sydney,Google
ji,8af66250-1d6e-11e9-9e34-6c96cfdf0295,1,worker,hello,reinforce the greeting,35.0,Sales,3.0,Sydney,Google
ji,8af66250-1d6e-11e9-9e34-6c96cfdf0295,2,recruiter,Hello,acknowledge the greeting,35.0,Sales,3.0,Sydney,Google
ji,8af66250-1d6e-11e9-9e34-6c96cfdf0295,3,recruiter,i propose a salary of 20/hour,propose a salary offer,35.0,Sales,3.0,Sydney,Google
ji,8af66250-1d6e-11e9-9e34-6c96cfdf0295,4,worker,absolutely not,express disagreement with the offer,35.0,Sales,3.0,Sydney,Google
ji,8af71428-1d6e-11e9-a081-6c96cfdf0295,0,worker,hello!,Initiate conversation,36.0,Manager,3.0,Seoul,Facebook
ji,8af71428-1d6e-11e9-a081-6c96cfdf0295,1,recruiter,Hi!,Respond to greeting,36.0,Manager,3.0,Seoul,Facebook
ji,8af71428-1d6e-11e9-a081-6c96cfdf0295,2,recruiter,Would you like to work Beijing?,Inquire about worker's interest in a job location,36.0,Manager,3.0,Seoul,Facebook
ji,8af71428-1d6e-11e9-a081-6c96cfdf0295,3,worker,"Yes, I would love to work in Beijing.",Express interest in working in Beijing,36.0,Manager,3.0,Seoul,Facebook
ji,8af71428-1d6e-11e9-a081-6c96cfdf0295,4,worker,What is the starting salary?,Inquire about salary details,36.0,Manager,3.0,Seoul,Facebook
ji,8af93a1e-1d6e-11e9-ae27-6c96cfdf0295,0,worker,I believe that I deserve at miminum $45 an hour,To assert their belief in their worth and set a salary expectation,45.0,Manager,3.0,Sydney,Apple
ji,8af93a1e-1d6e-11e9-ae27-6c96cfdf0295,1,worker,"I have the highest degree for the job you are looking to hire me for, and have 20 years experience",To justify their salary demand by highlighting qualifications and experience,45.0,Manager,3.0,Sydney,Apple
ji,8af93a1e-1d6e-11e9-ae27-6c96cfdf0295,2,worker,I will gelo this company grow like no one else can,To express confidence in their ability to contribute to the company's growth,45.0,Manager,3.0,Sydney,Apple
ji,8afaada6-1d6e-11e9-812b-6c96cfdf0295,0,worker,Hello!,To greet the recruiter and initiate the conversation.,37.0,Manager,5.0,Seoul,Google
ji,8afaada6-1d6e-11e9-812b-6c96cfdf0295,1,worker,I'm looking for a management position in Asia.,To express the desire to find a management position in Asia.,37.0,Manager,5.0,Seoul,Google
ji,8afcc208-1d6e-11e9-93bd-6c96cfdf0295,0,worker,hello,greet the recruiter,35.0,Designer,4.0,Seoul,Amazon
ji,8afcc208-1d6e-11e9-93bd-6c96cfdf0295,1,recruiter,hi,greet the worker,35.0,Designer,4.0,Seoul,Amazon
ji,8afe1bb4-1d6e-11e9-8fb7-6c96cfdf0295,0,recruiter,yes,Confirm understanding or agreement.,40.0,Designer,4.0,Seoul,Google
ji,8afe1bb4-1d6e-11e9-8fb7-6c96cfdf0295,1,recruiter,what is most important to you,Seek information about the worker's priorities.,40.0,Designer,4.0,Seoul,Google
ji,8afe1bb4-1d6e-11e9-8fb7-6c96cfdf0295,2,worker,a salary of 40 dollars per hour,Express a specific desire for a salary amount.,40.0,Designer,4.0,Seoul,Google
ji,8afe1bb4-1d6e-11e9-8fb7-6c96cfdf0295,3,recruiter,"i mean what is most important out of salary, position&company,weekly holiday, or workplace",Clarify the question to focus on specific categories.,40.0,Designer,4.0,Seoul,Google
ji,8afec698-1d6e-11e9-a380-6c96cfdf0295,0,recruiter,how can i help you,To offer assistance to the worker,35.0,Engineer,4.0,Seoul,Apple
ji,8afec698-1d6e-11e9-a380-6c96cfdf0295,1,worker,Hi,To greet the recruiter,35.0,Engineer,4.0,Seoul,Apple
ji,8aff85d8-1d6e-11e9-b78a-6c96cfdf0295,0,worker,Id really like to work at amazon as a manager,Expressing a desire to work at Amazon as a manager,40.0,Engineer,6.0,Sydney,Facebook
ji,8aff85d8-1d6e-11e9-b78a-6c96cfdf0295,1,worker,in beijing or sydney,Specifying preferred locations for the job,40.0,Engineer,6.0,Sydney,Facebook
ji,8aff85d8-1d6e-11e9-b78a-6c96cfdf0295,2,recruiter,Sidney would be fine,Agreeing that Sydney is an acceptable location,40.0,Engineer,6.0,Sydney,Facebook
ji,8aff85d8-1d6e-11e9-b78a-6c96cfdf0295,3,recruiter,salary?,Inquiring about the worker's salary expectations,40.0,Engineer,6.0,Sydney,Facebook
ji,8b002d08-1d6e-11e9-9f36-6c96cfdf0295,0,worker,Id really like something in sales,Expressing a desire to work in sales,43.0,Sales,6.0,Seoul,Google
ji,8b002d08-1d6e-11e9-9f36-6c96cfdf0295,1,worker,in seoul or sydney,Specifying preferred locations for the job,43.0,Sales,6.0,Seoul,Google
ji,8b023fba-1d6e-11e9-ae44-6c96cfdf0295,0,recruiter,hi! what job are you hoping for?,To inquire about the worker's job preferences,35.0,Sales,5.0,Tokyo,Amazon
ji,8b023fba-1d6e-11e9-ae44-6c96cfdf0295,1,worker,A sales position,To express interest in a sales position,35.0,Sales,5.0,Tokyo,Amazon
ji,8b023fba-1d6e-11e9-ae44-6c96cfdf0295,2,worker,Preferrably with Amazon,To specify a preference for working with Amazon,35.0,Sales,5.0,Tokyo,Amazon
ji,8b023fba-1d6e-11e9-ae44-6c96cfdf0295,3,recruiter,I can do sales,To offer a sales position,35.0,Sales,5.0,Tokyo,Amazon
ji,8b023fba-1d6e-11e9-ae44-6c96cfdf0295,4,recruiter,in tokyo,To specify the location of the job offer as Tokyo,35.0,Sales,5.0,Tokyo,Amazon
ji,8b044898-1d6e-11e9-a6c9-6c96cfdf0295,0,worker,I would like a job as Designer at Amazon,Express desire to obtain a job as a Designer at Amazon,33.0,Designer,3.0,Seoul,Amazon
ji,8b044898-1d6e-11e9-a6c9-6c96cfdf0295,1,recruiter,I would like to offer you $ 22.50 per hour to be a Designer at Amazon.,Offer a job position with a specific hourly wage,33.0,Designer,3.0,Seoul,Amazon
ji,8b044898-1d6e-11e9-a6c9-6c96cfdf0295,2,recruiter,Tell me more about yourself.,Request more information about the worker,33.0,Designer,3.0,Seoul,Amazon
ji,8b044898-1d6e-11e9-a6c9-6c96cfdf0295,3,worker,That is much too low.  How about 39,Express dissatisfaction with the offered wage and propose a higher amount,33.0,Designer,3.0,Seoul,Amazon
ji,8b04f40a-1d6e-11e9-b186-6c96cfdf0295,0,recruiter,noah,To address the worker by name and initiate the conversation.,40.0,Manager,5.0,Sydney,Google
ji,8b04f40a-1d6e-11e9-b186-6c96cfdf0295,1,worker,hello,To greet the recruiter and start the conversation.,40.0,Manager,5.0,Sydney,Google
ji,8b04f40a-1d6e-11e9-b186-6c96cfdf0295,2,worker,I wold like to be an amazon manager in Sydeny,To express a desire to become an Amazon manager in Sydney.,40.0,Manager,5.0,Sydney,Google
ji,8b065dcc-1d6e-11e9-a8a0-6c96cfdf0295,0,recruiter,hello,To initiate the conversation,40.0,Designer,3.0,Sydney,Facebook
ji,8b065dcc-1d6e-11e9-a8a0-6c96cfdf0295,1,recruiter,are you there?,To check if the worker is present and responsive,40.0,Designer,3.0,Sydney,Facebook
ji,8b065dcc-1d6e-11e9-a8a0-6c96cfdf0295,2,worker,Hi,To acknowledge the recruiter's greeting and indicate presence,40.0,Designer,3.0,Sydney,Facebook
ji,8b07108c-1d6e-11e9-93b9-6c96cfdf0295,0,recruiter,What company are you hoping for?,To inquire about the worker's preferred company for employment.,22.0,Manager,2.0,Seoul,Apple
ji,8b07108c-1d6e-11e9-93b9-6c96cfdf0295,1,worker,apple manager,To express a desire to work as a manager at Apple.,22.0,Manager,2.0,Seoul,Apple
ji,8b07108c-1d6e-11e9-93b9-6c96cfdf0295,2,recruiter,I have a lot of jobs at amazon,To inform the worker about available job opportunities at Amazon.,22.0,Manager,2.0,Seoul,Apple
ji,8b07108c-1d6e-11e9-93b9-6c96cfdf0295,3,recruiter,or facebook manager or sales?,To offer alternative job opportunities at Facebook or in sales.,22.0,Manager,2.0,Seoul,Apple
ji,8b07badc-1d6e-11e9-b51c-6c96cfdf0295,0,recruiter,i can make you a manager of facebook,To entice the worker with a managerial position at Facebook,35.0,Engineer,4.0,Seoul,Facebook
ji,8b07badc-1d6e-11e9-b51c-6c96cfdf0295,1,worker,Hi,To greet the recruiter,35.0,Engineer,4.0,Seoul,Facebook
ji,8b07badc-1d6e-11e9-b51c-6c96cfdf0295,2,recruiter,hi,To acknowledge the worker's greeting,35.0,Engineer,4.0,Seoul,Facebook
ji,8b07badc-1d6e-11e9-b51c-6c96cfdf0295,3,worker,Not interested,To express disinterest in the offer,35.0,Engineer,4.0,Seoul,Facebook
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,0,worker,HELLO,Initiate conversation,35.0,Sales,4.0,Beijing,Amazon
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,1,worker,woops,Acknowledge a mistake or typo,35.0,Sales,4.0,Beijing,Amazon
ji,8b0a72a4-1d6e-11e9-bd5b-6c96cfdf0295,0,worker,hello there,To initiate the conversation.,39.0,Engineer,5.0,Beijing,Amazon
ji,8b0a72a4-1d6e-11e9-bd5b-6c96cfdf0295,1,recruiter,"Hello, I have some jobs available. I have one avaiable as Engineer for Amazon. Are you interested?",To inform the worker about job opportunities and gauge interest.,39.0,Engineer,5.0,Beijing,Amazon
ji,8b0a72a4-1d6e-11e9-bd5b-6c96cfdf0295,2,worker,"amazon sounds acceptable, i would be interested in engineer or designer",To express interest in the job and specify preferred roles.,39.0,Engineer,5.0,Beijing,Amazon
ji,8b0a72a4-1d6e-11e9-bd5b-6c96cfdf0295,3,recruiter,I have an opening for Designer at Amazon in Seoul for $31 an hour,To provide specific job details and location to the worker.,39.0,Engineer,5.0,Beijing,Amazon
ji,8b0c69f6-1d6e-11e9-adb6-6c96cfdf0295,0,worker,I am looking for an engineer position with apple at  37k at apple,Expressing a desire to find an engineer position at Apple with a specific salary,31.0,Engineer,6.0,Sydney,Apple
ji,8b0c69f6-1d6e-11e9-adb6-6c96cfdf0295,1,worker,in Sydney,Providing additional information about the desired job location,31.0,Engineer,6.0,Sydney,Apple
ji,8b0dda52-1d6e-11e9-a6c7-6c96cfdf0295,0,worker,Hi,Initiate conversation,43.0,Sales,4.0,Seoul,Facebook
ji,8b0dda52-1d6e-11e9-a6c7-6c96cfdf0295,1,recruiter,hi!,Acknowledge greeting and reciprocate,43.0,Sales,4.0,Seoul,Facebook
ji,8b0dda52-1d6e-11e9-a6c7-6c96cfdf0295,2,recruiter,what are some of your top jobs you want?,Inquire about the worker's job preferences,43.0,Sales,4.0,Seoul,Facebook
ji,8b0e893e-1d6e-11e9-a436-6c96cfdf0295,0,recruiter,hey,initiate conversation,36.0,Engineer,2.0,Seoul,Facebook
ji,8b0e893e-1d6e-11e9-a436-6c96cfdf0295,1,recruiter,what categories are most important to you,seek information about worker's priorities,36.0,Engineer,2.0,Seoul,Facebook
ji,8b0e893e-1d6e-11e9-a436-6c96cfdf0295,2,worker,hi i am mainly interested in salary position and workplace,express interest in specific job aspects,36.0,Engineer,2.0,Seoul,Facebook
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,0,recruiter,Hey!,To initiate the conversation,36.0,Manager,3.0,Beijing,Amazon
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,1,worker,hello!,To respond to the greeting and acknowledge the conversation,36.0,Manager,3.0,Beijing,Amazon
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,2,worker,I'm looking for a manager position in Beijing,To express their desire to find a manager position in Beijing,36.0,Manager,3.0,Beijing,Amazon
ji,8b0fee9e-1d6e-11e9-98f3-6c96cfdf0295,0,worker,Hi,Initiate conversation,27.0,Manager,5.0,Tokyo,Apple
ji,8b0fee9e-1d6e-11e9-98f3-6c96cfdf0295,1,recruiter,Hello,Respond to greeting,27.0,Manager,5.0,Tokyo,Apple
ji,8b0fee9e-1d6e-11e9-98f3-6c96cfdf0295,2,worker,Can I get the Sales at Apple role?,Express interest in a specific job role,27.0,Manager,5.0,Tokyo,Apple
ji,8b0fee9e-1d6e-11e9-98f3-6c96cfdf0295,3,recruiter,In Sydney?,Clarify location for the job role,27.0,Manager,5.0,Tokyo,Apple
ji,8b0fee9e-1d6e-11e9-98f3-6c96cfdf0295,4,worker,No,Indicate the location is incorrect,27.0,Manager,5.0,Tokyo,Apple
ji,8b0fee9e-1d6e-11e9-98f3-6c96cfdf0295,5,recruiter,"Nm, Manager in Apple or Amazon?",Offer alternative job roles,27.0,Manager,5.0,Tokyo,Apple
ji,8b0fee9e-1d6e-11e9-98f3-6c96cfdf0295,6,worker,That is tough for me to relocate that far,Express difficulty in relocating,27.0,Manager,5.0,Tokyo,Apple
ji,8b109b86-1d6e-11e9-8720-6c96cfdf0295,0,recruiter,i have some jobs at apple and manager and designer at amazon,To inform the worker about available job positions at Apple and Amazon.,50.0,Manager,4.0,Tokyo,Apple
ji,8b109b86-1d6e-11e9-8720-6c96cfdf0295,1,worker,How about a sales job at apple with good salary?,To express interest in a sales job at Apple with a good salary.,50.0,Manager,4.0,Tokyo,Apple
ji,8b114afa-1d6e-11e9-a447-6c96cfdf0295,0,worker,I want to work in a high position with a good company.,Expressing a desire to work in a high position with a reputable company,38.0,Engineer,2.0,Tokyo,Google
ji,8b114afa-1d6e-11e9-a447-6c96cfdf0295,1,recruiter,ok,Acknowledging the worker's statement,38.0,Engineer,2.0,Tokyo,Google
